card_id,customer_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
C01447,378,Mastercard,Credit,4123********3283,2025-07-01,294,Yes,2,"20,000",2013-02-09,2022,No
C03121,1318,American Express,Credit,4665********7703,2028-12-01,688,Yes,2,"15,000",2022-02-09,2018,No
C06226,2154,Mastercard,Credit,5950********7669,2026-07-01,170,Yes,2,"20,000",2013-08-11,2023,No
C01882,218,Mastercard,Credit,4374********5674,2029-05-01,967,Yes,3,"20,000",2021-11-21,2021,No
C01317,1452,Visa,Credit,5096********4385,2030-07-01,720,Yes,4,"15,000",2019-12-14,2021,No
C00214,2107,Mastercard,Credit,5671********1986,2028-12-01,839,Yes,2,"20,000",2013-10-24,2020,No
C04664,25,Visa,Credit,5320********1906,2029-04-01,203,Yes,3,"5,000",2012-11-22,2022,No
C05065,18,Visa,Debit,4583********2084,2028-08-01,629,Yes,4,"5,000",2020-09-03,2022,No
C00084,556,Visa,Debit,4857********5575,2027-08-01,344,Yes,4,"10,000",2011-08-08,2020,No
C05402,1835,Mastercard,Credit,5606********4260,2030-12-01,959,Yes,2,"5,000",2017-11-18,2018,No
C10414,364,Mastercard,Credit,5527********9606,2027-03-01,326,Yes,4,"15,000",2017-06-12,2018,No
C07843,1859,Visa,Credit,4116********4614,2030-05-01,270,Yes,1,"15,000",2019-09-28,2018,No
C07702,2246,Visa,Debit,5485********2078,2026-09-01,791,Yes,2,"20,000",2022-12-20,2020,No
C11406,1681,Mastercard,Debit,5732********5104,2026-10-01,977,Yes,3,"5,000",2013-01-27,2019,No
C09629,1592,Visa,Debit,5036********8177,2028-12-01,347,No,3,"15,000",2017-05-22,2023,No
C05306,137,Mastercard,Credit,5836********9929,2028-06-01,508,Yes,1,"20,000",2013-10-18,2023,No
C04516,1446,American Express,Credit,4792********6315,2025-07-01,872,Yes,4,"25,000",2020-04-06,2018,No
C10841,949,Mastercard,Debit,5002********1617,2026-11-01,933,Yes,3,"20,000",2013-01-11,2023,No
C01490,2960,American Express,Credit,4527********7256,2028-06-01,316,No,4,"25,000",2010-07-02,2023,No
C06971,594,Mastercard,Credit,5144********4086,2030-12-01,807,Yes,3,"25,000",2018-03-18,2019,No
C04944,2719,Visa,Credit,4246********3100,2028-03-01,364,Yes,4,"15,000",2015-04-10,2021,No
C07770,1256,Mastercard,Debit,5329********2018,2028-08-01,425,No,1,"10,000",2021-11-27,2020,No
C02018,1794,Mastercard,Credit,5862********8614,2026-10-01,582,No,3,"10,000",2018-10-08,2023,No
C06896,2340,Visa,Credit,4592********3493,2026-04-01,728,No,3,"10,000",2022-04-03,2022,No
C08970,2973,Mastercard,Debit,5695********4626,2030-05-01,633,Yes,2,"15,000",2017-05-06,2023,No
C10872,1804,Visa,Credit,4315********5267,2028-05-01,510,Yes,2,"15,000",2014-10-23,2019,No
C08042,106,Mastercard,Credit,4039********5291,2025-06-01,205,Yes,2,"10,000",2013-06-06,2018,No
C07803,1133,Visa,Debit,5087********1590,2026-05-01,423,Yes,2,"15,000",2020-01-22,2018,No
C05924,1507,Visa,Debit,4851********4221,2028-08-01,434,Yes,3,"20,000",2015-02-03,2021,No
C04703,66,Mastercard,Credit,4721********4863,2025-01-01,935,Yes,3,"10,000",2013-09-05,2023,No
C03821,2533,Mastercard,Credit,5955********4719,2029-11-01,400,Yes,1,"15,000",2023-03-20,2018,No
C11906,1099,Visa,Credit,4483********2740,2028-12-01,796,Yes,2,"20,000",2022-10-06,2022,No
C08812,2950,Visa,Debit,5363********4081,2028-08-01,585,Yes,2,"10,000",2011-09-08,2020,No
C03538,319,Visa,Credit,4553********3385,2026-05-01,284,Yes,1,"15,000",2021-10-16,2021,No
C11689,2816,Mastercard,Debit,4094********8995,2030-08-01,768,Yes,3,"15,000",2016-12-04,2018,No
C01519,2445,Mastercard,Credit,4342********6777,2030-08-01,355,Yes,4,"15,000",2021-12-06,2018,No
C03537,2761,Mastercard,Debit,5700********8428,2029-11-01,264,Yes,2,"10,000",2021-11-14,2020,No
C02028,919,Visa,Credit,4230********3307,2025-02-01,640,Yes,4,"5,000",2011-09-05,2019,No
C04655,2265,Mastercard,Debit,4300********4495,2028-04-01,819,No,2,"20,000",2015-02-08,2020,No
C03163,2832,Visa,Credit,4205********3563,2027-01-01,882,Yes,2,"15,000",2017-10-20,2019,No
C09507,2859,Visa,Credit,4577********7390,2025-03-01,496,Yes,1,"20,000",2015-10-03,2018,Yes
C05833,103,Mastercard,Credit,5593********5842,2027-07-01,489,No,4,"15,000",2016-06-18,2018,No
C03286,1632,Mastercard,Debit,5043********5592,2029-01-01,910,Yes,2,"5,000",2015-04-15,2023,No
C05069,276,Mastercard,Credit,4048********1749,2028-05-01,722,Yes,2,"20,000",2022-02-04,2019,No
C01643,2611,Mastercard,Debit,4165********4519,2026-02-01,370,Yes,2,"15,000",2015-11-27,2022,No
C09723,2858,American Express,Debit,4026********8502,2028-12-01,880,Yes,2,"10,000",2012-02-07,2022,No
C03778,1045,Mastercard,Credit,5299********5755,2027-08-01,815,Yes,4,"20,000",2021-05-01,2021,No
C01742,347,American Express,Credit,4502********3432,2029-07-01,741,No,3,"5,000",2020-09-22,2023,No
C00746,1171,Visa,Debit,5598********4791,2026-01-01,585,Yes,2,"15,000",2022-05-19,2022,No
C05832,2913,Visa,Debit,5424********8303,2030-01-01,239,Yes,3,"25,000",2011-02-23,2022,No
C01139,2058,American Express,Credit,5012********1342,2027-08-01,875,Yes,1,"5,000",2023-08-12,2019,No
C05642,2732,Mastercard,Debit,4737********2836,2029-01-01,599,Yes,4,"25,000",2018-03-17,2019,No
C03463,2506,American Express,Credit,5185********7240,2026-08-01,314,Yes,4,"20,000",2012-04-08,2023,No
C06927,2609,Mastercard,Debit,4959********1198,2026-06-01,155,Yes,1,"25,000",2013-06-20,2019,No
C06797,199,Visa,Debit,5356********9383,2027-08-01,106,Yes,3,"15,000",2020-01-06,2022,No
C10785,34,Mastercard,Debit,4216********9796,2030-03-01,676,Yes,4,"20,000",2010-09-21,2022,Yes
C10344,1088,American Express,Credit,5175********2475,2029-12-01,480,Yes,2,"20,000",2012-08-06,2020,No
C11669,2562,Visa,Debit,5664********3046,2026-04-01,717,Yes,2,"10,000",2021-07-19,2019,No
C03801,2310,Visa,Debit,5083********7465,2029-07-01,879,Yes,3,"20,000",2023-04-02,2022,No
C10618,300,Mastercard,Credit,4068********2032,2028-10-01,473,Yes,1,"15,000",2016-10-21,2020,No
C03825,111,Mastercard,Credit,4347********2408,2027-11-01,491,Yes,1,"10,000",2021-10-20,2020,No
C09386,1419,Mastercard,Credit,5265********6717,2028-03-01,808,Yes,4,"25,000",2014-03-15,2020,No
C03429,2187,Visa,Credit,5448********7129,2027-09-01,343,Yes,3,"10,000",2018-04-04,2018,No
C02945,765,Visa,Credit,4718********9822,2030-12-01,580,Yes,4,"25,000",2015-09-01,2018,No
C05249,660,Visa,Credit,5713********6228,2030-05-01,550,Yes,4,"5,000",2019-05-23,2020,No
C10672,2264,Mastercard,Credit,4873********7668,2026-05-01,609,No,2,"20,000",2017-12-10,2019,No
C04828,1368,Mastercard,Credit,4637********7083,2027-11-01,421,Yes,3,"10,000",2012-10-22,2021,No
C00087,2841,Mastercard,Debit,4904********1243,2028-07-01,119,Yes,4,"10,000",2011-10-09,2020,No
C09631,2796,Mastercard,Credit,4331********3997,2028-11-01,931,No,1,"15,000",2013-07-28,2022,Yes
C02315,2028,Visa,Credit,4893********5897,2028-10-01,194,Yes,4,"10,000",2013-05-20,2023,Yes
C05126,212,Mastercard,Debit,5810********1735,2027-11-01,989,Yes,4,"15,000",2019-09-11,2019,No
C01451,1102,Visa,Credit,4600********3250,2030-06-01,875,Yes,1,"5,000",2022-01-09,2023,No
C08210,1224,Mastercard,Credit,4077********3592,2028-11-01,616,Yes,2,"10,000",2021-08-10,2020,No
C02943,2206,Visa,Debit,5082********4550,2025-07-01,337,Yes,4,"5,000",2015-08-01,2021,No
C10614,1227,Visa,Credit,5171********7614,2027-07-01,807,Yes,2,"25,000",2014-12-17,2023,No
C08236,2106,Visa,Credit,5074********6853,2025-01-01,143,Yes,3,"5,000",2020-05-11,2022,No
C00323,2516,American Express,Debit,5513********5760,2025-06-01,454,Yes,4,"10,000",2023-06-20,2022,No
C04333,2147,American Express,Credit,5394********9290,2028-10-01,795,Yes,2,"5,000",2022-02-16,2018,Yes
C09488,2273,Visa,Credit,4813********6978,2025-08-01,889,Yes,1,"10,000",2018-02-16,2020,No
C09443,1518,Mastercard,Credit,4891********9430,2027-03-01,863,Yes,4,"20,000",2022-10-27,2022,No
C04442,489,Mastercard,Credit,5344********2486,2027-07-01,291,No,4,"15,000",2010-10-21,2019,No
C08932,653,Mastercard,Debit,5025********6717,2030-11-01,765,Yes,3,"5,000",2022-11-27,2022,No
C05385,690,Mastercard,Credit,5115********7373,2029-01-01,962,Yes,4,"20,000",2023-04-18,2022,No
C03215,1312,Mastercard,Credit,4757********8180,2028-08-01,865,Yes,4,"5,000",2012-10-26,2019,No
C11488,1854,Mastercard,Credit,5131********2170,2027-10-01,323,Yes,4,"15,000",2012-11-13,2019,No
C09993,1675,Mastercard,Credit,5560********2486,2027-05-01,365,Yes,1,"15,000",2018-08-10,2023,No
C00812,2856,Visa,Debit,4201********8359,2025-04-01,450,Yes,4,"10,000",2017-03-16,2019,No
C08433,180,Visa,Credit,4838********7895,2028-05-01,157,Yes,1,"10,000",2019-06-13,2021,No
C00691,325,Mastercard,Debit,4184********6441,2027-10-01,254,Yes,4,"20,000",2019-01-09,2022,No
C04854,944,Visa,Credit,5154********4280,2026-04-01,266,Yes,3,"15,000",2017-05-22,2021,No
C05766,586,American Express,Credit,5082********8667,2026-04-01,137,Yes,1,"20,000",2023-08-12,2022,Yes
C01286,2122,Visa,Credit,4982********8896,2030-07-01,477,Yes,2,"15,000",2016-03-28,2020,No
C04406,2718,Visa,Credit,5027********3953,2026-07-01,473,No,2,"20,000",2023-04-16,2020,No
C11827,1041,Visa,Credit,4900********5621,2025-03-01,204,Yes,2,"5,000",2012-07-07,2023,No
C08928,1339,Mastercard,Debit,5338********7382,2026-02-01,779,Yes,2,"20,000",2011-09-28,2019,No
C02033,1101,Visa,Debit,4318********2824,2026-01-01,383,Yes,4,"10,000",2014-11-11,2021,No
C03170,2782,Visa,Debit,4614********7902,2026-04-01,870,Yes,4,"20,000",2014-12-09,2021,No
C05282,1396,Visa,Debit,4685********3206,2029-05-01,860,Yes,3,"15,000",2021-04-10,2020,No
C10117,455,Visa,Credit,4131********6437,2028-02-01,780,Yes,3,"10,000",2010-02-02,2021,No
C02897,2859,Mastercard,Credit,4511********9892,2026-02-01,901,Yes,3,"15,000",2010-07-15,2020,No
C07388,1567,Mastercard,Credit,4914********1085,2030-07-01,210,Yes,3,"20,000",2013-04-24,2021,No
C10610,340,Visa,Credit,4830********1522,2025-12-01,769,Yes,2,"15,000",2019-10-22,2021,No
C04998,2690,Mastercard,Debit,4350********7220,2030-02-01,163,Yes,4,"20,000",2021-09-08,2022,No
C09248,647,Mastercard,Credit,4583********5221,2028-10-01,809,Yes,2,"5,000",2013-02-26,2023,No
C02451,1720,Mastercard,Debit,4073********7171,2030-08-01,102,Yes,3,"5,000",2021-02-27,2020,No
C06417,1182,Mastercard,Credit,4930********3321,2025-10-01,566,Yes,3,"5,000",2022-04-24,2018,No
C04412,2356,Mastercard,Credit,5173********9417,2028-04-01,246,Yes,1,"15,000",2018-03-04,2023,No
C03210,2822,Mastercard,Debit,5133********4774,2026-04-01,263,Yes,1,"15,000",2020-03-21,2019,No
C05115,34,American Express,Debit,4598********7504,2030-02-01,490,Yes,3,"10,000",2021-04-07,2018,Yes
C05170,1097,Visa,Credit,4196********8311,2025-10-01,575,Yes,3,"5,000",2011-05-20,2021,No
C07527,1853,Mastercard,Credit,4680********4111,2029-10-01,829,Yes,2,"20,000",2017-08-03,2023,No
C04720,1416,Visa,Credit,4494********9308,2025-06-01,676,No,3,"10,000",2021-11-04,2019,Yes
C05077,1686,American Express,Credit,4324********7362,2028-01-01,436,No,1,"10,000",2018-04-17,2022,No
C01704,1700,Mastercard,Credit,5886********5086,2027-08-01,891,Yes,2,"10,000",2015-06-08,2019,No
C06878,1127,Mastercard,Debit,4303********4828,2025-06-01,346,No,1,"20,000",2014-12-06,2022,No
C11599,1261,Mastercard,Debit,4308********5233,2029-09-01,344,Yes,2,"25,000",2010-11-01,2020,No
C04443,1740,Mastercard,Credit,4554********3179,2026-08-01,713,Yes,4,"10,000",2023-01-03,2023,Yes
C00784,2807,Visa,Debit,5673********2446,2025-02-01,284,Yes,4,"25,000",2015-05-24,2018,No
C09244,2359,American Express,Credit,5638********6658,2028-06-01,843,Yes,1,"10,000",2014-01-05,2019,No
C10088,562,Visa,Credit,4806********5404,2027-04-01,490,Yes,4,"10,000",2015-03-20,2022,No
C09381,2879,Visa,Credit,5141********6578,2029-10-01,917,Yes,1,"5,000",2016-03-11,2018,No
C01353,1675,Visa,Credit,4854********5086,2027-11-01,577,Yes,4,"10,000",2010-07-27,2022,No
C09031,158,Mastercard,Credit,5536********3536,2026-10-01,349,Yes,2,"20,000",2012-02-23,2022,No
C09024,628,Mastercard,Credit,5764********3201,2025-07-01,424,Yes,4,"25,000",2023-03-10,2023,No
C08291,2820,Mastercard,Credit,5144********1554,2030-02-01,547,No,3,"15,000",2015-03-28,2020,No
C05156,1443,Visa,Debit,4058********3794,2029-07-01,266,No,2,"15,000",2023-07-27,2021,No
C04774,581,Mastercard,Credit,5285********2007,2030-11-01,756,No,4,"10,000",2012-08-25,2022,No
C04758,2142,Mastercard,Debit,4823********3761,2030-06-01,244,Yes,2,"20,000",2020-07-23,2019,No
C04190,1635,Mastercard,Credit,4304********8449,2029-08-01,289,Yes,1,"20,000",2022-10-20,2021,No
C03784,1976,Mastercard,Credit,4612********3943,2027-08-01,712,Yes,3,"20,000",2010-03-20,2021,No
C04423,833,Mastercard,Debit,4853********3355,2025-05-01,150,Yes,4,"10,000",2022-07-12,2021,No
C08962,2398,Visa,Credit,5384********9564,2027-07-01,577,No,4,"10,000",2019-03-09,2022,Yes
C10218,1151,Mastercard,Credit,4425********9979,2027-06-01,681,Yes,3,"20,000",2023-01-08,2022,No
C00870,1516,Visa,Credit,5907********2038,2028-11-01,442,Yes,4,"10,000",2020-10-19,2023,No
C03867,2662,American Express,Debit,5369********9657,2030-09-01,916,Yes,1,"10,000",2020-03-11,2018,No
C02982,1330,Visa,Credit,4559********2484,2030-10-01,899,Yes,4,"10,000",2012-03-14,2020,No
C08011,214,Visa,Debit,4653********4613,2028-04-01,983,Yes,3,"5,000",2014-01-22,2023,No
C11769,1850,Mastercard,Debit,4926********7190,2028-06-01,416,Yes,3,"15,000",2023-12-19,2020,No
C06622,2398,Visa,Credit,5176********3933,2026-03-01,165,Yes,3,"25,000",2013-10-26,2020,No
C06059,577,Visa,Debit,5929********9253,2030-07-01,286,No,4,"5,000",2022-03-22,2018,Yes
C03360,16,Mastercard,Credit,5116********7179,2025-10-01,518,Yes,3,"10,000",2012-03-06,2018,No
C01754,505,Visa,Credit,4398********9614,2030-01-01,205,Yes,4,"20,000",2023-03-23,2019,No
C05271,1440,Visa,Credit,4357********7703,2029-12-01,867,Yes,1,"10,000",2012-04-04,2023,No
C07721,3000,American Express,Credit,5104********3479,2026-11-01,114,No,2,"5,000",2010-07-01,2019,No
C05208,1004,Visa,Debit,4445********1704,2028-08-01,374,Yes,3,"10,000",2010-10-26,2018,Yes
C05122,2887,Mastercard,Credit,5574********3242,2027-10-01,943,Yes,1,"5,000",2022-12-14,2022,No
C02110,2134,Mastercard,Credit,4498********5573,2029-06-01,519,Yes,4,"5,000",2012-08-04,2019,No
C06709,1020,American Express,Debit,5932********8037,2026-06-01,643,Yes,3,"20,000",2013-03-11,2020,No
C01081,2617,American Express,Credit,5263********3442,2030-06-01,424,Yes,3,"15,000",2022-04-17,2021,No
C04717,2398,Visa,Credit,4576********2792,2026-09-01,847,Yes,2,"15,000",2021-07-20,2019,No
C07241,2049,Visa,Debit,4663********3656,2027-12-01,564,No,2,"20,000",2016-03-11,2021,No
C08249,756,American Express,Credit,5525********3654,2029-10-01,749,Yes,2,"25,000",2011-10-22,2023,Yes
C06407,1788,American Express,Debit,4708********5247,2029-11-01,442,Yes,2,"15,000",2021-02-12,2019,No
C01460,2276,Mastercard,Debit,4942********2001,2027-11-01,959,Yes,1,"10,000",2014-04-04,2022,No
C09783,1268,Visa,Credit,4821********2122,2026-06-01,613,Yes,1,"5,000",2011-02-26,2019,No
C00150,2460,American Express,Credit,4190********4602,2030-04-01,802,Yes,4,"15,000",2014-11-14,2019,No
C05892,1545,Visa,Debit,4571********5528,2025-06-01,806,Yes,4,"10,000",2014-06-09,2020,No
C03990,2568,Visa,Credit,4622********9535,2027-06-01,729,No,3,"5,000",2013-02-26,2023,No
C02557,2509,Mastercard,Credit,5256********7243,2027-02-01,488,Yes,1,"5,000",2011-01-19,2019,No
C02408,1776,Mastercard,Credit,4016********6271,2030-03-01,369,No,2,"20,000",2021-10-14,2020,Yes
C07300,2645,Visa,Credit,5684********3979,2029-11-01,792,Yes,3,"10,000",2019-09-26,2023,No
C06671,1817,Mastercard,Credit,5481********7474,2026-11-01,978,Yes,1,"20,000",2017-09-05,2021,Yes
C09596,987,Visa,Debit,5164********5464,2027-05-01,351,Yes,1,"10,000",2011-06-17,2021,No
C09616,941,American Express,Credit,4663********6647,2029-09-01,514,Yes,2,"25,000",2013-04-19,2019,No
C11860,1707,American Express,Debit,5024********1615,2030-09-01,593,No,3,"15,000",2016-06-15,2020,No
C04385,1385,American Express,Debit,5474********2601,2027-07-01,575,Yes,3,"5,000",2014-01-19,2019,No
C10847,835,Visa,Credit,4523********5382,2026-05-01,244,Yes,3,"25,000",2014-03-15,2023,No
C08473,2808,Mastercard,Credit,5625********1201,2030-03-01,205,Yes,1,"5,000",2021-06-15,2021,No
C01042,2817,Visa,Credit,4456********5030,2026-08-01,758,Yes,2,"15,000",2010-04-25,2019,No
C07449,1544,Visa,Debit,4243********7672,2025-11-01,974,Yes,1,"15,000",2018-10-21,2022,No
C04495,1062,Visa,Credit,5523********3520,2028-12-01,437,No,3,"15,000",2014-03-10,2019,No
C03012,995,American Express,Credit,4952********2050,2027-10-01,673,Yes,4,"15,000",2015-05-28,2020,No
C04643,1343,Mastercard,Credit,4488********2047,2026-05-01,627,Yes,1,"20,000",2012-09-25,2018,Yes
C04932,1810,Visa,Debit,4256********3736,2029-03-01,350,No,4,"10,000",2022-10-07,2021,Yes
C00256,1186,Mastercard,Debit,5151********5662,2028-09-01,237,Yes,1,"20,000",2019-08-28,2023,No
C11276,2261,Visa,Credit,4105********4565,2025-12-01,378,Yes,2,"10,000",2018-05-20,2021,No
C01897,139,Mastercard,Credit,5070********9146,2025-02-01,648,Yes,3,"15,000",2018-07-17,2020,No
C06564,2465,American Express,Debit,5709********4320,2025-03-01,574,No,2,"10,000",2014-11-08,2019,No
C00418,1866,Visa,Debit,4191********9679,2028-03-01,561,Yes,4,"25,000",2013-09-10,2020,No
C10715,2351,Visa,Debit,4251********4827,2026-03-01,646,Yes,2,"20,000",2019-08-12,2019,No
C10188,1299,American Express,Credit,4062********8956,2027-06-01,212,Yes,2,"5,000",2022-10-19,2020,No
C07739,48,Visa,Credit,5598********1890,2029-02-01,530,Yes,1,"5,000",2023-12-06,2018,No
C11989,2381,Mastercard,Credit,4431********7689,2027-11-01,428,Yes,2,"25,000",2010-03-04,2020,No
C06305,2921,Visa,Debit,4747********3599,2029-04-01,720,Yes,4,"10,000",2019-09-17,2021,No
C09197,2980,Mastercard,Credit,4102********2769,2028-11-01,238,No,2,"25,000",2018-06-27,2021,No
C06277,691,Visa,Debit,4034********1029,2028-08-01,125,No,4,"5,000",2019-07-09,2021,No
C01246,1572,American Express,Credit,5630********1501,2029-07-01,473,No,3,"5,000",2015-01-13,2021,No
C06279,1941,American Express,Credit,4030********8846,2026-08-01,632,Yes,1,"25,000",2015-03-18,2021,No
C11092,2250,Mastercard,Debit,5462********1563,2027-02-01,313,Yes,4,"20,000",2023-10-26,2019,No
C11586,2011,Mastercard,Debit,5790********9471,2030-04-01,222,Yes,4,"5,000",2015-08-12,2018,No
C10168,2823,Visa,Debit,4455********1745,2026-06-01,720,Yes,4,"10,000",2022-08-20,2023,No
C05614,1203,Visa,Credit,5033********7034,2030-08-01,444,Yes,3,"10,000",2021-12-03,2020,No
C11745,1891,American Express,Debit,4780********2195,2029-04-01,488,Yes,2,"10,000",2014-08-10,2023,No
C02492,1681,American Express,Credit,4329********7280,2028-09-01,462,Yes,3,"20,000",2013-05-01,2021,No
C00732,1708,American Express,Credit,4573********7449,2030-11-01,308,No,1,"25,000",2013-12-02,2022,Yes
C02565,450,Visa,Credit,4796********7310,2027-08-01,196,Yes,3,"15,000",2018-12-04,2020,No
C10568,393,Visa,Debit,4844********5372,2025-02-01,519,No,4,"20,000",2010-09-05,2023,No
C02284,1347,Mastercard,Debit,4317********1794,2028-11-01,264,Yes,2,"20,000",2019-05-24,2018,No
C10789,1284,Mastercard,Credit,4217********6934,2029-11-01,634,Yes,4,"5,000",2015-12-10,2018,No
C08220,833,American Express,Credit,4501********7029,2030-06-01,682,Yes,1,"25,000",2015-02-22,2018,No
C06444,1409,Mastercard,Credit,5023********5157,2029-01-01,460,Yes,3,"25,000",2014-12-23,2022,No
C04293,949,Visa,Credit,5060********2221,2026-02-01,441,Yes,4,"10,000",2022-09-09,2019,No
C10992,2625,American Express,Credit,5517********2131,2027-06-01,246,Yes,2,"10,000",2011-01-25,2022,No
C09944,2505,Visa,Debit,4812********4580,2026-10-01,278,Yes,3,"10,000",2016-05-14,2022,No
C06469,2118,Mastercard,Credit,5631********4330,2026-01-01,392,No,1,"15,000",2017-02-16,2019,Yes
C02933,782,Visa,Credit,5682********6064,2028-02-01,745,No,4,"15,000",2011-10-14,2021,No
C03292,2699,Mastercard,Credit,4289********7335,2028-03-01,530,Yes,2,"15,000",2023-02-23,2022,No
C02176,925,Visa,Credit,5037********5811,2028-07-01,236,No,1,"5,000",2013-11-24,2021,Yes
C09615,2629,Mastercard,Credit,5107********1971,2025-05-01,106,Yes,2,"10,000",2020-12-12,2023,No
C06595,2697,Mastercard,Credit,4967********1984,2027-04-01,195,Yes,3,"25,000",2023-08-26,2018,No
C04981,1305,Visa,Credit,4502********3339,2026-12-01,715,No,3,"5,000",2014-03-03,2020,Yes
C09223,1196,Mastercard,Credit,5865********8604,2026-12-01,166,No,4,"10,000",2011-12-21,2019,Yes
C08747,516,Mastercard,Credit,5173********8722,2025-01-01,777,Yes,2,"25,000",2015-09-11,2021,No
C06439,1165,Visa,Credit,5783********2029,2030-04-01,257,No,2,"5,000",2011-06-13,2018,No
C08363,1946,Mastercard,Credit,5497********1204,2027-04-01,966,Yes,2,"15,000",2012-07-15,2023,No
C05558,646,American Express,Credit,4149********6915,2029-01-01,661,Yes,1,"15,000",2011-04-27,2022,No
C03189,1660,Mastercard,Debit,4784********9925,2029-05-01,891,Yes,1,"5,000",2015-10-17,2020,Yes
C00603,256,Visa,Debit,4551********4060,2030-12-01,216,Yes,1,"25,000",2018-07-03,2023,No
C03408,2181,Visa,Credit,5776********6539,2027-04-01,374,Yes,1,"25,000",2018-01-11,2020,No
C01228,2496,Visa,Debit,4885********6859,2028-08-01,246,Yes,2,"20,000",2022-07-24,2021,No
C03891,2794,Mastercard,Credit,4933********4728,2025-10-01,236,No,4,"10,000",2021-01-25,2018,No
C10334,1784,Visa,Credit,5387********2971,2027-07-01,366,Yes,4,"15,000",2010-10-16,2019,No
C06973,2146,Mastercard,Credit,5446********7332,2025-02-01,593,Yes,4,"5,000",2023-01-07,2023,No
C02448,180,American Express,Credit,4969********7595,2027-05-01,973,No,4,"25,000",2020-01-23,2023,No
C09660,2207,Mastercard,Debit,5048********8395,2029-11-01,559,Yes,2,"15,000",2016-03-05,2020,No
C01429,2392,Mastercard,Credit,4844********3143,2026-03-01,357,Yes,2,"20,000",2018-09-07,2019,No
C08711,2802,Mastercard,Credit,4556********9039,2028-03-01,885,No,2,"15,000",2010-06-02,2021,No
C08939,285,Mastercard,Credit,5675********1562,2028-01-01,348,Yes,3,"20,000",2015-03-16,2023,No
C02374,2017,Mastercard,Credit,4200********3225,2027-11-01,472,Yes,3,"20,000",2021-09-04,2019,No
C04268,1691,Visa,Debit,4702********2356,2029-06-01,227,No,4,"15,000",2023-07-28,2022,No
C10540,574,Visa,Debit,4638********9363,2030-04-01,583,Yes,2,"10,000",2010-04-11,2023,No
C05260,2626,Visa,Credit,5637********1554,2028-07-01,549,Yes,4,"10,000",2011-07-21,2020,No
C11323,2280,Visa,Debit,4035********2029,2025-02-01,242,Yes,2,"10,000",2022-04-26,2022,No
C03306,233,Mastercard,Credit,4854********8613,2027-02-01,696,No,1,"5,000",2013-04-05,2021,No
C10914,1330,Mastercard,Credit,5204********5366,2029-12-01,766,Yes,4,"5,000",2020-03-24,2022,No
C10028,603,Mastercard,Credit,4820********5923,2029-08-01,795,Yes,2,"10,000",2021-12-07,2019,No
C08148,442,Visa,Debit,5549********6016,2027-01-01,192,Yes,2,"10,000",2013-07-05,2019,No
C06786,165,Visa,Debit,4610********4059,2025-10-01,708,Yes,3,"10,000",2022-05-20,2018,No
C00701,531,Visa,Credit,5138********4365,2027-03-01,956,Yes,1,"20,000",2017-11-01,2020,No
C08725,1351,Visa,Credit,5492********2732,2025-08-01,178,Yes,3,"10,000",2020-12-12,2022,No
C08141,1216,Visa,Credit,4395********4993,2026-02-01,357,Yes,1,"15,000",2013-01-01,2018,No
C07758,2464,Visa,Credit,4881********6451,2025-07-01,609,Yes,4,"15,000",2020-04-07,2019,No
C07308,1986,Mastercard,Credit,4522********8875,2030-01-01,163,No,3,"10,000",2017-03-28,2022,No
C10548,1735,Mastercard,Debit,4463********5833,2028-12-01,944,Yes,3,"15,000",2014-01-14,2023,No
C09945,1539,Visa,Credit,4986********9937,2026-04-01,580,Yes,1,"5,000",2010-10-02,2021,No
C03066,1628,Mastercard,Credit,5123********2397,2030-06-01,438,Yes,3,"15,000",2017-10-26,2021,No
C07908,2793,Mastercard,Debit,4953********2600,2028-08-01,636,Yes,4,"15,000",2021-04-04,2023,No
C11154,128,Mastercard,Credit,5406********8387,2028-02-01,782,No,4,"10,000",2011-10-02,2021,No
C06808,2006,Visa,Credit,5779********2549,2027-09-01,297,Yes,3,"20,000",2016-04-07,2020,No
C11197,2430,Mastercard,Credit,5365********4396,2030-03-01,262,Yes,1,"10,000",2021-11-15,2023,No
C02717,2476,Mastercard,Debit,4450********4957,2029-02-01,881,No,3,"10,000",2012-12-06,2022,No
C10386,2518,Mastercard,Debit,5667********6658,2026-07-01,421,No,2,"5,000",2020-09-10,2018,No
C06584,1819,Mastercard,Credit,4318********4669,2027-06-01,370,Yes,2,"20,000",2011-03-14,2020,No
C09581,1056,Visa,Debit,5376********9195,2026-09-01,677,Yes,4,"15,000",2017-06-21,2023,No
C01804,243,Visa,Debit,4374********1384,2025-02-01,579,No,4,"10,000",2016-01-18,2022,No
C05897,2674,American Express,Credit,5377********6790,2029-01-01,604,Yes,3,"15,000",2019-06-17,2022,No
C08455,571,Mastercard,Credit,5768********1065,2027-09-01,709,Yes,4,"10,000",2023-02-24,2021,No
C08041,1397,Mastercard,Debit,4021********6949,2029-08-01,263,Yes,1,"5,000",2023-12-24,2019,No
C01455,1773,Mastercard,Credit,4510********8906,2030-05-01,726,No,3,"15,000",2019-01-17,2021,No
C01615,2969,Mastercard,Credit,4447********9885,2028-06-01,124,Yes,2,"15,000",2023-09-26,2023,No
